UserID,Age,Gender,EmploymentStatus,Location
U105397,53.0,Non-binary,Full-time,Latvia
U105398,30.0,Female,Part-time,Rwanda
U105399,49.0,Female,Freelancer,Sri Lanka
U105400,34.0,Prefer not to say,Part-time,Turks and Caicos Islands
U105401,58.0,Male,Unemployed,Guadeloupe
U105402,53.0,Male,Unemployed,Malawi
U105403,63.0,Non-binary,Student,Armenia
U105404,36.0,Non-binary,Full-time,Sao Tome and Principe
U105405,52.0,Prefer not to say,Full-time,Guadeloupe
U105406,63.0,Male,Freelancer,Chad
U105407,57.0,Non-binary,Student,Mauritania
U105408,45.0,Non-binary,Full-time,Colombia
U105409,18.0,Male,Unemployed,Cook Islands
U105410,59.0,Female,Student,Iran
U105411,35.0,Non-binary,Part-time,Dominican Republic
U105412,57.0,Male,Student,Latvia
U105413,50.0,Non-binary,Student,Mali
U105414,29.0,Prefer not to say,Full-time,Malaysia
U105415,25.0,Non-binary,Freelancer,Macedonia
U105416,41.0,Male,Freelancer,Christmas Island
U105417,33.0,Non-binary,Full-time,Ukraine
U105418,21.0,Prefer not to say,Full-time,Lao People's Democratic Republic
U105419,55.0,Prefer not to say,Full-time,Solomon Islands
U105420,61.0,Non-binary,Freelancer,Togo
U105421,44.0,Non-binary,Full-time,Turks and Caicos Islands
U105422,26.0,Prefer not to say,Part-time,Slovenia
U105423,64.0,Prefer not to say,Part-time,Panama
U105424,33.0,Female,Unemployed,Hungary
U105425,29.0,Female,Part-time,Mali
U105426,48.0,Prefer not to say,Student,Tunisia
U105427,41.0,Non-binary,Unemployed,Burkina Faso
U105428,31.0,Male,Part-time,Bahamas
U105429,62.0,Non-binary,Student,Saint Helena
U105430,42.0,Non-binary,Part-time,United Arab Emirates
U105431,51.0,Female,Student,Pakistan
U105432,20.0,Female,Full-time,Tajikistan
U105433,41.0,Female,Student,Belize
U105434,59.0,Prefer not to say,Full-time,Saint Helena
U105435,26.0,Prefer not to say,Student,Malaysia
U105436,43.0,Non-binary,Student,Malta
U105437,37.0,Non-binary,Part-time,Taiwan
U105438,57.0,Male,Student,South Africa
U105439,27.0,Non-binary,Part-time,Denmark
U105440,36.0,Non-binary,Student,American Samoa
U105441,20.0,Female,Freelancer,Dominica
U105442,41.0,Female,Unemployed,Ecuador
U105443,22.0,Female,Part-time,Albania
U105444,20.0,Female,Part-time,Belarus
U105445,44.0,Female,Full-time,Switzerland
U105446,33.0,Male,Freelancer,Ecuador
U105447,32.0,Male,Full-time,Italy
U105448,52.0,Male,Freelancer,Uruguay
U105449,29.0,Female,Freelancer,Guyana
U105450,58.0,Prefer not to say,Student,Myanmar
U105451,61.0,Female,Full-time,Macao
U105452,43.0,Female,Unemployed,Costa Rica
U105453,64.0,Male,Freelancer,Uruguay
U105454,51.0,Female,Freelancer,South Africa
U105455,40.0,Male,Part-time,Switzerland
U105456,48.0,Female,Student,Comoros
U105457,37.0,Non-binary,Unemployed,Oman
U105458,29.0,Prefer not to say,Freelancer,Norfolk Island
U105459,40.0,Prefer not to say,Part-time,Algeria
U105460,21.0,Male,Full-time,Haiti
U105461,40.0,Non-binary,Freelancer,Isle of Man
U105462,18.0,Prefer not to say,Part-time,Somalia
U105463,42.0,Male,Full-time,Netherlands Antilles
U105464,19.0,Female,Student,Algeria
U105465,47.0,Female,Full-time,Tokelau
U105466,20.0,Non-binary,Freelancer,Iraq
U105467,38.0,Prefer not to say,Unemployed,Hong Kong
U105468,42.0,Female,Full-time,Monaco
U105469,37.0,Male,Unemployed,Croatia
U105470,39.0,Female,Unemployed,Belarus
U105471,38.0,Female,Full-time,Egypt
U105472,50.0,Prefer not to say,Student,French Guiana
U105473,55.0,Prefer not to say,Full-time,Ecuador
U105474,32.0,Male,Part-time,Antarctica (the territory South of 60 deg S)
U105475,63.0,Non-binary,Unemployed,Saint Pierre and Miquelon
U105476,32.0,Non-binary,Freelancer,Solomon Islands
U105477,63.0,Female,Unemployed,Greece
U105478,42.0,Male,Freelancer,Sudan
U105479,38.0,Non-binary,Part-time,Singapore
U105480,41.0,Non-binary,Part-time,Bahrain
U105481,22.0,Female,Part-time,Portugal
U105482,23.0,Male,Full-time,Honduras
U105483,60.0,Non-binary,Unemployed,Cape Verde
U105484,61.0,Prefer not to say,Freelancer,Martinique
U105485,64.0,Prefer not to say,Part-time,Congo
U105486,40.0,Female,Part-time,Mali
U105487,21.0,Female,Freelancer,Guinea
U105488,44.0,Female,Unemployed,Ghana
U105489,35.0,Female,Unemployed,Ghana
U105490,38.0,Non-binary,Freelancer,Tokelau
U105491,45.0,Male,Student,Mali
U105492,52.0,Female,Unemployed,Kyrgyz Republic
U105493,39.0,Female,Freelancer,Thailand
U105494,57.0,Non-binary,Freelancer,Turkmenistan
U105495,40.0,Female,Part-time,Cocos (Keeling) Islands
U105496,20.0,Female,Freelancer,Nicaragua
U105497,57.0,Male,Full-time,Germany
U105498,27.0,Prefer not to say,Part-time,Martinique
U105499,42.0,Female,Part-time,Gibraltar
U105500,25.0,Non-binary,Unemployed,Grenada
U105501,28.0,Male,Student,Cyprus
U105502,22.0,Non-binary,Unemployed,Jamaica
U105503,62.0,Male,Full-time,Nauru
U105504,54.0,Male,Part-time,Algeria
U105505,62.0,Female,Part-time,Saint Pierre and Miquelon
U105506,55.0,Female,Freelancer,Taiwan
U105507,46.0,Female,Student,Palau
U105508,22.0,Prefer not to say,Student,Botswana
U105509,26.0,Prefer not to say,Freelancer,Brazil
U105510,19.0,Non-binary,Full-time,Zimbabwe
U105511,18.0,Female,Student,New Zealand
U105512,57.0,Prefer not to say,Part-time,Belgium
U105513,47.0,Female,Full-time,Cuba
U105514,28.0,Prefer not to say,Unemployed,Kiribati
U105515,45.0,Prefer not to say,Unemployed,Madagascar
U105516,61.0,Male,Full-time,Zambia
U105517,29.0,Female,Part-time,Dominica
U105518,56.0,Female,Unemployed,Mali
U105519,43.0,Prefer not to say,Part-time,Venezuela
U105520,30.0,Female,Freelancer,Guatemala
U105521,25.0,Prefer not to say,Student,Bermuda
U105522,45.0,Female,Full-time,Fiji
U105523,47.0,Male,Student,Turkmenistan
U105524,26.0,Female,Freelancer,Holy See (Vatican City State)
U105525,56.0,Male,Unemployed,Georgia
U105526,48.0,Non-binary,Part-time,Fiji
U105527,38.0,Female,Part-time,Mayotte
U105528,64.0,Female,Freelancer,Saint Vincent and the Grenadines
U105529,51.0,Female,Full-time,Japan
U105530,48.0,Male,Student,Philippines
U105531,42.0,Female,Unemployed,Egypt
U105532,29.0,Female,Full-time,Comoros
U105533,18.0,Prefer not to say,Freelancer,India
U105534,39.0,Non-binary,Freelancer,Sweden
U105535,57.0,Male,Part-time,Kiribati
U105536,54.0,Prefer not to say,Unemployed,Poland
U105537,64.0,Male,Full-time,Iran
U105538,18.0,Prefer not to say,Part-time,Tonga
U105539,18.0,Non-binary,Unemployed,New Zealand
U105540,59.0,Prefer not to say,Student,Lithuania
U105541,59.0,Male,Student,South Georgia and the South Sandwich Islands
U105542,38.0,Female,Part-time,Philippines
U105543,32.0,Female,Full-time,Macedonia
U105544,34.0,Non-binary,Unemployed,Korea
U105545,39.0,Male,Student,Korea
U105546,55.0,Male,Student,Korea
U105547,52.0,Male,Full-time,Guernsey
U105548,62.0,Non-binary,Part-time,United States Minor Outlying Islands
U105549,33.0,Female,Freelancer,Mauritius
U105550,25.0,Prefer not to say,Unemployed,Slovakia (Slovak Republic)
U105551,64.0,Non-binary,Student,Korea
U105552,34.0,Prefer not to say,Freelancer,Tokelau
U105553,34.0,Female,Full-time,Oman
U105554,43.0,Non-binary,Part-time,Fiji
U105555,30.0,Female,Unemployed,Bhutan
U105556,34.0,Prefer not to say,Full-time,Timor-Leste
U105557,55.0,Male,Part-time,Wallis and Futuna
U105558,34.0,Male,Full-time,Colombia
U105559,31.0,Prefer not to say,Student,Korea
U105560,62.0,Male,Student,Malaysia
U105561,23.0,Prefer not to say,Freelancer,Belgium
U105562,52.0,Non-binary,Full-time,Solomon Islands
U105563,63.0,Non-binary,Student,Cocos (Keeling) Islands
U105564,31.0,Non-binary,Part-time,Austria
U105565,64.0,Male,Freelancer,Pakistan
U105566,25.0,Female,Unemployed,Hungary
U105567,32.0,Male,Full-time,Bulgaria
U105568,44.0,Male,Student,Cyprus
U105569,30.0,Female,Part-time,Guadeloupe
U105570,48.0,Female,Full-time,New Caledonia
U105571,52.0,Female,Part-time,Liberia
U105572,23.0,Female,Freelancer,Croatia
U105573,22.0,Male,Student,Guinea
U105574,39.0,Prefer not to say,Student,Holy See (Vatican City State)
U105575,40.0,Non-binary,Freelancer,Libyan Arab Jamahiriya
U105576,42.0,Prefer not to say,Part-time,Cape Verde
U105577,51.0,Male,Full-time,Anguilla
U105578,43.0,Female,Part-time,Bulgaria
U105579,64.0,Non-binary,Full-time,Somalia
U105580,22.0,Non-binary,Freelancer,Central African Republic
U105581,43.0,Prefer not to say,Unemployed,Libyan Arab Jamahiriya
U105582,37.0,Male,Full-time,Romania
U105583,23.0,Male,Student,Morocco
U105584,23.0,Male,Student,French Guiana
U105585,35.0,Non-binary,Student,Seychelles
U105586,21.0,Prefer not to say,Part-time,Hungary
U105587,34.0,Non-binary,Part-time,Kyrgyz Republic
U105588,31.0,Non-binary,Part-time,Nigeria
U105589,31.0,Female,Student,Russian Federation
U105590,30.0,Prefer not to say,Full-time,New Zealand
U105591,24.0,Female,Student,Holy See (Vatican City State)
U105592,61.0,Male,Full-time,Brazil
U105593,32.0,Non-binary,Part-time,Lao People's Democratic Republic
U105594,36.0,Prefer not to say,Unemployed,Finland
U105595,60.0,Male,Part-time,Russian Federation
U105596,64.0,Prefer not to say,Freelancer,Argentina
U105597,61.0,Non-binary,Full-time,Bermuda
U105598,52.0,Prefer not to say,Unemployed,Sweden
U105599,34.0,Male,Part-time,Angola
U105600,52.0,Female,Unemployed,Sri Lanka
U105601,36.0,Non-binary,Student,Libyan Arab Jamahiriya
U105602,37.0,Female,Full-time,Uganda
U105603,53.0,Non-binary,Freelancer,Aruba
U105604,52.0,Male,Student,Cayman Islands
U105605,49.0,Non-binary,Unemployed,Namibia
U105606,61.0,Female,Part-time,South Africa
U105607,57.0,Non-binary,Full-time,Antigua and Barbuda
U105608,41.0,Male,Freelancer,Portugal
U105609,34.0,Non-binary,Part-time,Sierra Leone
U105610,24.0,Female,Freelancer,Venezuela
U105611,60.0,Male,Full-time,Serbia
U105612,18.0,Female,Unemployed,French Southern Territories
U105613,52.0,Non-binary,Freelancer,Dominica
U105614,49.0,Prefer not to say,Full-time,Turkey
U105615,53.0,Female,Freelancer,Cook Islands
U105616,30.0,Non-binary,Part-time,Suriname
U105617,23.0,Prefer not to say,Freelancer,Armenia
U105618,31.0,Prefer not to say,Part-time,Guinea
U105619,54.0,Male,Part-time,Korea
U105620,32.0,Prefer not to say,Full-time,France
U105621,64.0,Female,Student,Guernsey
U105622,21.0,Female,,Guernsey
U105623,57.0,Prefer not to say,Unemployed,Tunisia
U105624,33.0,Non-binary,Part-time,Australia
U105625,45.0,Female,Student,United Kingdom
U105626,33.0,Female,Part-time,Angola
U105627,21.0,Male,Student,Uganda
U105628,62.0,Non-binary,Student,Mali
U105629,43.0,Prefer not to say,Unemployed,Djibouti
U105630,45.0,Non-binary,Student,Netherlands
U105631,49.0,Male,Unemployed,Hong Kong
U105632,62.0,Male,Full-time,Tunisia
U105633,19.0,Non-binary,Part-time,Belgium
U105634,48.0,Male,Unemployed,Nigeria
U105635,20.0,Male,Part-time,British Indian Ocean Territory (Chagos Archipelago)
U105636,25.0,Male,Freelancer,Trinidad and Tobago
U105637,41.0,Non-binary,Full-time,Azerbaijan
U105638,32.0,Male,Freelancer,Jamaica
U105639,60.0,Prefer not to say,Freelancer,Oman
U105640,48.0,Prefer not to say,Student,Mayotte
U105641,26.0,Female,Student,Kyrgyz Republic
U105642,56.0,Prefer not to say,Freelancer,Belarus
U105643,62.0,Female,Student,Papua New Guinea
U105644,19.0,Non-binary,Part-time,Serbia
U105645,25.0,Male,Student,Colombia
U105646,24.0,Prefer not to say,Freelancer,Marshall Islands
U105647,61.0,Female,Student,Guinea-Bissau
U105648,56.0,Non-binary,Student,Chad
U105649,59.0,Female,Unemployed,Uruguay
U105650,33.0,Male,Unemployed,American Samoa
U105651,52.0,Prefer not to say,Freelancer,Saint Helena
U105652,47.0,Non-binary,Part-time,Trinidad and Tobago
U105653,27.0,Female,Full-time,Northern Mariana Islands
U105654,55.0,Non-binary,Full-time,Korea
U105655,35.0,Female,Freelancer,Dominican Republic
U105656,22.0,Female,Part-time,Panama
U105657,46.0,Male,Part-time,New Zealand
U105658,56.0,Male,Part-time,American Samoa
U105659,51.0,Female,Unemployed,Lesotho
U105660,60.0,Prefer not to say,Freelancer,Ecuador
U105661,62.0,Non-binary,Full-time,Montenegro
U105662,40.0,Non-binary,Part-time,Switzerland
U105663,22.0,Male,Freelancer,Korea
U105664,47.0,Prefer not to say,Full-time,Israel
U105665,23.0,Female,Unemployed,Montenegro
U105666,63.0,Male,Student,Uzbekistan
U105667,61.0,Female,Full-time,Pitcairn Islands
U105668,21.0,Female,Full-time,Antigua and Barbuda
U105669,46.0,Male,Full-time,Togo
U105670,40.0,Prefer not to say,Student,Lesotho
U105671,23.0,Non-binary,Part-time,Ukraine
U105672,49.0,Male,Student,Gibraltar
U105673,59.0,Prefer not to say,Full-time,Guernsey
U105674,35.0,Female,Unemployed,Guernsey
U105675,32.0,Male,Full-time,Palestinian Territory
U105676,57.0,Non-binary,Unemployed,Tokelau
U105677,49.0,Non-binary,Freelancer,French Southern Territories
U105678,26.0,Female,Unemployed,Haiti
U105679,54.0,Male,Full-time,India
U105680,27.0,Non-binary,Student,Congo
U105681,37.0,Male,Full-time,Zimbabwe
U105682,23.0,Non-binary,Full-time,Andorra
U105683,20.0,Female,Freelancer,Sudan
U105684,59.0,Female,Part-time,Iran
U105685,28.0,Male,Full-time,El Salvador
U105686,60.0,Prefer not to say,Freelancer,French Guiana
U105687,34.0,Prefer not to say,Student,Netherlands
U105688,49.0,Female,Freelancer,Wallis and Futuna
U105689,21.0,Non-binary,Freelancer,Svalbard & Jan Mayen Islands
U105690,21.0,Prefer not to say,Unemployed,Hungary
U105691,34.0,Female,Part-time,British Virgin Islands
U105692,58.0,Non-binary,Part-time,Uruguay
U105693,36.0,Non-binary,Student,Liberia
U105694,22.0,Prefer not to say,Freelancer,French Guiana
U105695,49.0,Female,Student,Iceland
U105696,39.0,Non-binary,Student,United States Minor Outlying Islands
U105697,23.0,Non-binary,Part-time,Gabon
U105698,52.0,Male,Part-time,Cote d'Ivoire
U105699,39.0,Male,Part-time,Hong Kong
U105700,18.0,Prefer not to say,Full-time,Turkmenistan
U105701,37.0,Male,Freelancer,Cuba
U105702,39.0,Female,Student,Bermuda
U105703,28.0,Prefer not to say,Freelancer,Bosnia and Herzegovina
U105704,30.0,Prefer not to say,Student,Pakistan
U105705,59.0,Male,Student,Tajikistan
U105706,20.0,Non-binary,Student,Nepal
U105707,26.0,Female,Student,Georgia
U105708,29.0,Female,Unemployed,Faroe Islands
U105709,40.0,Female,Unemployed,Ecuador
U105710,31.0,Prefer not to say,Full-time,Heard Island and McDonald Islands
U105711,50.0,Female,Part-time,Cook Islands
U105712,35.0,Non-binary,Student,Romania
U105713,58.0,Non-binary,Freelancer,Bangladesh
U105714,26.0,Male,Unemployed,Gabon
U105715,40.0,Female,Part-time,Saint Kitts and Nevis
U105716,27.0,Prefer not to say,Full-time,Anguilla
U105717,36.0,Male,Part-time,Cocos (Keeling) Islands
U105718,64.0,Non-binary,Student,Pitcairn Islands
U105719,22.0,Female,Part-time,Pakistan
U105720,64.0,Non-binary,Student,Svalbard & Jan Mayen Islands
U105721,40.0,Male,Unemployed,British Virgin Islands
U105722,47.0,Non-binary,Unemployed,British Indian Ocean Territory (Chagos Archipelago)
U105723,42.0,Female,Student,New Zealand
U105724,45.0,Female,Freelancer,Mongolia
U105725,51.0,Male,Unemployed,Liechtenstein
U105726,62.0,Female,Freelancer,Kazakhstan
U105727,64.0,Non-binary,Student,Denmark
U105728,42.0,Non-binary,Student,Switzerland
U105729,27.0,Prefer not to say,Unemployed,Bosnia and Herzegovina
U105730,31.0,Prefer not to say,Freelancer,France
U105731,59.0,Prefer not to say,Student,Bahamas
U105732,63.0,Non-binary,Unemployed,Afghanistan
U105733,47.0,Non-binary,Student,Nepal
U105734,58.0,Male,Part-time,French Guiana
U105735,42.0,Prefer not to say,Part-time,Bahrain
U105736,31.0,Non-binary,Unemployed,Wallis and Futuna
U105737,52.0,Male,Student,Peru
U105738,51.0,Non-binary,Unemployed,Cameroon
U105739,27.0,Male,Full-time,Albania
U105740,52.0,Prefer not to say,Unemployed,Dominica
U105741,28.0,Prefer not to say,Unemployed,Denmark
U105742,28.0,Prefer not to say,Part-time,Mexico
U105743,38.0,Non-binary,Part-time,Korea
U105744,38.0,Non-binary,Student,Guinea-Bissau
U105745,39.0,Male,Unemployed,Iceland
U105746,62.0,Female,Unemployed,Venezuela
U105747,24.0,Female,Student,Sudan
U105748,34.0,Prefer not to say,Freelancer,Lithuania
U105749,19.0,Female,Student,Bahrain
U105750,29.0,Prefer not to say,Part-time,Belarus
U105751,59.0,Male,Part-time,Latvia
U105752,35.0,Female,Unemployed,Mauritania
U105753,28.0,Female,Part-time,Sao Tome and Principe
U105754,33.0,Prefer not to say,Student,Monaco
U105755,35.0,Male,Unemployed,Brunei Darussalam
U105756,52.0,Female,Student,Romania
U105757,43.0,Female,Student,Tuvalu
U105758,33.0,Female,Unemployed,Saint Lucia
U105759,23.0,Male,Freelancer,Russian Federation
U105760,61.0,Male,Part-time,Saint Martin
U105761,60.0,Female,Full-time,Slovenia
U105762,64.0,Prefer not to say,Full-time,Senegal
U105763,64.0,Prefer not to say,Full-time,Turkey
U105764,59.0,Female,Part-time,Armenia
U105765,29.0,Male,Freelancer,Peru
U105766,30.0,Female,Student,Libyan Arab Jamahiriya
U105767,21.0,Male,Unemployed,Belgium
U105768,56.0,Female,Freelancer,Netherlands Antilles
U105769,19.0,Male,Full-time,Tonga
U105770,43.0,Non-binary,Part-time,Guernsey
U105771,44.0,Prefer not to say,Part-time,Egypt
U105772,44.0,Non-binary,Unemployed,Congo
U105773,32.0,Prefer not to say,Student,Northern Mariana Islands
U105774,25.0,Male,Freelancer,Uganda
U105775,24.0,Non-binary,Freelancer,Libyan Arab Jamahiriya
U105776,64.0,Prefer not to say,Freelancer,Iraq
U105777,63.0,Female,Student,Georgia
U105778,57.0,Male,Student,Comoros
U105779,29.0,Male,Student,Tajikistan
U105780,30.0,Female,Unemployed,Nauru
U105781,60.0,Female,Part-time,Korea
U105782,34.0,Prefer not to say,Full-time,Slovenia
U105783,34.0,Male,Student,Austria
U105784,53.0,Prefer not to say,Part-time,Sweden
U105785,38.0,Female,Student,Anguilla
U105786,25.0,Male,Full-time,Oman
U105787,22.0,Female,Student,Cameroon
U105788,43.0,Prefer not to say,Part-time,Lesotho
U105789,33.0,Prefer not to say,Unemployed,Cook Islands
U105790,53.0,Prefer not to say,Full-time,Panama
U105791,45.0,Male,Part-time,Tokelau
U105792,46.0,Female,Freelancer,Grenada
U105793,64.0,Female,Freelancer,Korea
U105794,29.0,Prefer not to say,Freelancer,Netherlands
U105795,54.0,Prefer not to say,Unemployed,Serbia
U105796,47.0,Prefer not to say,Student,Israel
U105797,40.0,Prefer not to say,Student,Congo
U105798,33.0,Non-binary,Student,United States Minor Outlying Islands
U105799,31.0,Non-binary,Unemployed,Belarus
U105800,27.0,Non-binary,Freelancer,Aruba
U105801,24.0,Prefer not to say,Student,Saint Lucia
U105802,62.0,Prefer not to say,Unemployed,Bermuda
U105803,54.0,Female,Unemployed,Colombia
U105804,46.0,Male,Part-time,Austria
U105805,20.0,Female,Student,Uzbekistan
U105806,32.0,Non-binary,Freelancer,Kuwait
U105807,53.0,Female,Full-time,Bermuda
U105808,64.0,Prefer not to say,Unemployed,Qatar
U105809,63.0,Non-binary,Part-time,Jordan
U105810,36.0,Non-binary,Full-time,Panama
U105811,30.0,Male,Unemployed,China
U105812,59.0,Male,Part-time,Antarctica (the territory South of 60 deg S)
U105813,38.0,Non-binary,Student,New Caledonia
U105814,54.0,Non-binary,Part-time,American Samoa
U105815,44.0,Female,Unemployed,South Africa
U105816,46.0,Non-binary,Student,Jamaica
U105817,37.0,Prefer not to say,Freelancer,Congo
U105818,42.0,Female,Part-time,Ecuador
U105819,23.0,Prefer not to say,Full-time,Kenya
U105820,53.0,Prefer not to say,Student,Myanmar
U105821,19.0,Prefer not to say,Student,Brazil
U105822,39.0,Non-binary,Freelancer,United States Minor Outlying Islands
U105823,49.0,Male,Part-time,Uzbekistan
U105824,33.0,Male,Full-time,Mayotte
U105825,35.0,Prefer not to say,Freelancer,Afghanistan
U105826,22.0,Non-binary,Part-time,Nigeria
U105827,53.0,Female,Full-time,Maldives
U105828,47.0,Prefer not to say,Full-time,Uruguay
U105829,62.0,Female,Unemployed,Libyan Arab Jamahiriya
U105830,36.0,Female,Full-time,Mauritania
U105831,40.0,Non-binary,Part-time,Panama
U105832,51.0,Non-binary,Freelancer,Gibraltar
U105833,30.0,Male,Freelancer,Kuwait
U105834,60.0,Male,Unemployed,Mayotte
U105835,46.0,Non-binary,Part-time,Ireland
U105836,53.0,Prefer not to say,Full-time,Burkina Faso
U105837,39.0,Male,Unemployed,Ecuador
U105838,64.0,Female,Student,Andorra
U105839,53.0,Prefer not to say,Part-time,Guinea-Bissau
U105840,26.0,Female,Unemployed,Palau
U105841,56.0,Non-binary,Freelancer,Slovenia
U105842,36.0,Female,Unemployed,Heard Island and McDonald Islands
U105843,55.0,Prefer not to say,Student,Jamaica
U105844,23.0,Non-binary,Part-time,Philippines
U105845,64.0,Prefer not to say,Unemployed,Thailand
U105846,32.0,Female,Full-time,Western Sahara
U105847,37.0,Prefer not to say,Part-time,Iran
U105848,26.0,Non-binary,Unemployed,Slovakia (Slovak Republic)
U105849,49.0,Female,Unemployed,Costa Rica
U105850,21.0,Female,Part-time,Comoros
U105851,35.0,Male,Freelancer,Nigeria
U105852,22.0,Male,Full-time,Holy See (Vatican City State)
U105853,37.0,Prefer not to say,Part-time,Mexico
U105854,40.0,Male,Full-time,Australia
U105855,28.0,Male,Full-time,Mali
U105856,54.0,Male,Part-time,Marshall Islands
U105857,39.0,Male,Unemployed,Haiti
U105858,21.0,Non-binary,Freelancer,Djibouti
U105859,46.0,Non-binary,Full-time,France
U105860,61.0,Male,Full-time,Myanmar
U105861,51.0,Prefer not to say,Unemployed,Iraq
U105862,30.0,Non-binary,Part-time,Aruba
U105863,59.0,Male,Freelancer,Cambodia
U105864,26.0,Non-binary,Full-time,Comoros
U105865,59.0,Female,Full-time,Macao
U105866,48.0,Non-binary,Part-time,Egypt
U105867,24.0,Non-binary,Unemployed,United States Virgin Islands
U105868,21.0,Prefer not to say,Student,Gabon
U105869,36.0,Non-binary,Unemployed,Fiji
U105870,59.0,Prefer not to say,Full-time,Guam
U105871,47.0,Female,Full-time,United Kingdom
U105872,48.0,Male,Freelancer,Australia
U105873,52.0,Prefer not to say,Unemployed,Niue
U105874,38.0,Non-binary,Student,Gibraltar
U105875,48.0,Non-binary,Freelancer,Sweden
U105876,36.0,Prefer not to say,Student,France
U105877,48.0,Female,Freelancer,Togo
U105878,49.0,Male,Unemployed,Cote d'Ivoire
U105879,19.0,Non-binary,Full-time,Pakistan
U105880,27.0,Female,Student,Indonesia
U105881,19.0,Male,Unemployed,Congo
U105882,19.0,Male,Student,Austria
U105883,41.0,Non-binary,Unemployed,Egypt
U105884,34.0,Prefer not to say,Freelancer,Portugal
U105885,49.0,Non-binary,Unemployed,Congo
U105886,33.0,Non-binary,Freelancer,Namibia
U105887,33.0,Non-binary,Full-time,Antigua and Barbuda
U105888,63.0,Female,Freelancer,Palau
U105889,56.0,Prefer not to say,Part-time,British Virgin Islands
U105890,48.0,Female,Full-time,Saint Lucia
U105891,60.0,Non-binary,Unemployed,Nicaragua
U105892,41.0,Prefer not to say,Unemployed,Korea
U105893,18.0,Male,Part-time,French Polynesia
U105894,28.0,Prefer not to say,Unemployed,Switzerland
U105895,38.0,Non-binary,Full-time,Marshall Islands
U105896,21.0,Prefer not to say,Full-time,Brazil
U105897,24.0,Male,Freelancer,Sierra Leone
U105898,43.0,Male,Student,Tajikistan
U105899,64.0,Prefer not to say,Unemployed,Central African Republic
U105900,29.0,Male,Part-time,Cayman Islands
U105901,48.0,Female,Full-time,Russian Federation
U105902,34.0,Prefer not to say,Full-time,Moldova
U105903,50.0,Male,Full-time,Brunei Darussalam
U105904,28.0,Male,Student,Bouvet Island (Bouvetoya)
U105905,45.0,Prefer not to say,Student,Mayotte
U105906,49.0,Female,Unemployed,Latvia
U105907,18.0,Prefer not to say,Part-time,Rwanda
U105908,64.0,Male,Student,Botswana
U105909,45.0,Prefer not to say,Freelancer,Faroe Islands
U105910,59.0,Male,Student,Paraguay
U105911,24.0,Non-binary,Full-time,Turkey
U105912,19.0,Prefer not to say,Part-time,Equatorial Guinea
U105913,59.0,Prefer not to say,Unemployed,Luxembourg
U105914,41.0,Male,Student,Maldives
U105915,21.0,Male,Full-time,Bosnia and Herzegovina
U105916,61.0,Male,Freelancer,United States of America
U105917,36.0,Male,Freelancer,Gabon
U105918,43.0,Prefer not to say,Unemployed,Switzerland
U105919,28.0,Male,Unemployed,Jersey
U105920,57.0,Prefer not to say,Student,Comoros
U105921,60.0,Female,Unemployed,Montserrat
U105922,28.0,Prefer not to say,Full-time,Bahrain
U105923,62.0,Male,Full-time,Pakistan
U105924,20.0,Male,Full-time,Nepal
U105925,29.0,Female,Student,Saint Helena
U105926,20.0,Prefer not to say,Student,Cape Verde
U105927,59.0,Female,Unemployed,Peru
U105928,44.0,Prefer not to say,Student,Seychelles
U105929,19.0,Male,Full-time,Greece
U105930,33.0,Prefer not to say,Part-time,Peru
U105931,19.0,Male,Full-time,Burundi
U105932,47.0,Male,Part-time,Lithuania
U105933,37.0,Non-binary,Unemployed,Macao
U105934,55.0,Non-binary,Freelancer,Netherlands
U105935,45.0,Prefer not to say,Student,Norfolk Island
U105936,42.0,Male,Student,Slovenia
U105937,49.0,Female,Full-time,Djibouti
U105938,27.0,Male,Full-time,Montenegro
U105939,59.0,Female,Part-time,Gambia
U105940,57.0,Prefer not to say,Student,Saint Pierre and Miquelon
U105941,50.0,Prefer not to say,Unemployed,Azerbaijan
U105942,30.0,Female,Full-time,Madagascar
U105943,58.0,Female,Student,Myanmar
U105944,59.0,Male,Freelancer,Croatia
U105945,64.0,Prefer not to say,Part-time,Tuvalu
U105946,54.0,Male,Full-time,Cote d'Ivoire
U105947,33.0,Female,Full-time,Svalbard & Jan Mayen Islands
U105948,62.0,Non-binary,Unemployed,Angola
U105949,39.0,Non-binary,Full-time,Wallis and Futuna
U105950,37.0,Non-binary,Student,Solomon Islands
U105951,60.0,Female,Student,Saint Helena
U105952,44.0,,Student,Jamaica
U105953,58.0,Prefer not to say,Freelancer,Dominica
U105954,33.0,Female,Freelancer,Mozambique
U105955,51.0,Non-binary,Full-time,Yemen
U105956,49.0,Male,Freelancer,Belgium
U105957,43.0,Prefer not to say,Freelancer,Cameroon
U105958,42.0,Prefer not to say,Unemployed,Saint Vincent and the Grenadines
U105959,19.0,Female,Freelancer,Costa Rica
U105960,29.0,Female,Part-time,Saint Helena
U105961,57.0,Prefer not to say,Part-time,Taiwan
U105962,26.0,Prefer not to say,Part-time,Philippines
U105963,29.0,Non-binary,Full-time,Algeria
U105964,43.0,Prefer not to say,Student,Macedonia
U105965,26.0,Female,Unemployed,Mali
U105966,27.0,Male,Full-time,Guinea-Bissau
U105967,49.0,Non-binary,Student,Bulgaria
U105968,51.0,Non-binary,Unemployed,Costa Rica
