ClickID,UserID,FeatureID,ClickTimestamp,TimeSpentSeconds
C1021857,U107430,F1150,2024-03-31 03:12:09,91.0
C1021858,U102866,F1050,2024-11-12 17:43:51,117.0
C1021859,U109838,F1295,2024-01-16 06:15:20,31.0
C1021860,U106893,F1234,2024-12-08 20:19:36,58.0
C1021861,U108396,F1039,2024-11-27 19:40:17,59.0
C1021862,U103334,F1119,2024-03-24 17:56:25,197.0
C1021863,U103659,F1028,2024-04-13 09:05:32,92.0
C1021864,U107079,F1073,2024-02-12 04:32:56,179.0
C1021865,U100654,F1117,2024-10-03 01:04:02,61.0
C1021866,U102362,F1221,2024-03-04 16:32:06,167.0
C1021867,U109584,F1149,2024-10-14 08:55:08,64.0
C1021868,U108075,F1185,2024-01-13 06:46:48,266.0
C1021869,U105371,F1222,2024-08-05 06:16:38,135.0
C1021870,U105452,F1297,2024-11-28 11:15:40,200.0
C1021871,U104839,F1022,2024-05-19 07:52:38,11.0
C1021872,U107593,F1257,2024-12-09 10:44:17,71.0
C1021873,U100284,F1205,2024-09-12 12:40:03,42.0
C1021874,U109532,F1295,2024-06-26 22:13:32,133.0
C1021875,U100511,F1209,2024-08-09 08:03:53,15.0
C1021876,U104124,F1199,2024-04-24 06:28:43,66.0
C1021877,U103078,F1227,2024-11-07 19:07:14,269.0
C1021878,U104637,F1202,2024-10-24 03:18:34,137.0
C1021879,U108406,F1187,2024-10-05 18:21:05,293.0
C1021880,U105119,F1231,2024-07-05 21:33:17,252.0
C1021881,U103331,F1127,2024-02-27 21:10:34,34.0
C1021882,U102308,F1071,2024-11-26 13:55:24,257.0
C1021883,U101837,F1272,2024-04-13 05:02:41,131.0
C1021884,U108010,F1248,2024-02-17 15:36:52,172.0
C1021885,U105119,F1065,2024-04-09 15:49:43,283.0
C1021886,U105736,F1292,2024-05-20 01:27:22,40.0
C1021887,U100565,F1279,2024-06-04 23:40:08,256.0
C1021888,U107639,F1080,2024-11-05 21:13:57,133.0
C1021889,U108992,F1142,2024-03-24 17:39:37,201.0
C1021890,U101278,F1050,2024-12-16 08:04:12,97.0
C1021891,U109493,F1278,2024-02-03 12:02:36,195.0
C1021892,U107191,F1213,2024-03-30 06:52:14,282.0
C1021893,U105084,F1189,2024-01-01 10:44:01,140.0
C1021894,U103504,F1204,2024-11-01 06:27:34,98.0
C1021895,U109183,F1240,2024-10-01 14:06:25,236.0
C1021896,U105613,F1243,2024-12-18 16:36:16,188.0
C1021897,U106517,F1267,2024-04-30 08:50:32,139.0
C1021898,U106905,F1098,2024-06-10 11:52:18,114.0
C1021899,U100376,F1265,2024-06-22 14:48:51,68.0
C1021900,U108142,F1201,2024-08-10 10:46:24,17.0
C1021901,U101104,F1044,2024-12-21 10:07:08,232.0
C1021902,U106746,F1215,2024-09-09 02:17:49,205.0
C1021903,U109805,F1036,2024-08-23 00:45:45,276.0
C1021904,U105674,F1099,2024-03-21 16:13:46,51.0
C1021905,U105242,F1176,2024-04-06 09:04:46,147.0
C1021906,U102847,F1251,2024-09-09 09:17:36,265.0
C1021907,U108214,F1052,2024-09-30 11:11:44,93.0
C1021908,U102703,F1150,2024-02-21 00:12:09,114.0
C1021909,U104865,F1126,2024-07-21 04:29:11,176.0
C1021910,U106662,F1242,2024-07-14 02:49:16,241.0
C1021911,U103348,F1028,2024-11-02 19:55:48,296.0
C1021912,U109110,F1227,2024-04-03 11:14:09,278.0
C1021913,U100376,F1106,2024-07-18 05:41:28,219.0
C1021914,U106434,F1228,2024-08-01 02:28:22,182.0
C1021915,U109442,F1282,2024-03-18 04:58:31,97.0
C1021916,U109388,F1197,2024-12-02 05:44:12,48.0
C1021917,U109862,F1147,2024-04-15 07:59:27,190.0
C1021918,U107620,F1181,2024-12-18 01:11:44,213.0
C1021919,U106485,F1047,2024-04-20 22:55:39,5.0
C1021920,U101356,F1106,2024-05-31 05:51:53,82.0
C1021921,U101766,F1183,2024-11-13 13:20:03,262.0
C1021922,U105505,F1149,2024-11-01 01:57:45,268.0
C1021923,U109557,F1150,2024-08-02 03:31:20,224.0
C1021924,U105426,F1161,2024-10-11 16:47:30,142.0
C1021925,U103841,F1259,2024-10-27 16:22:29,269.0
C1021926,U103244,F1271,2024-06-30 19:40:11,267.0
C1021927,U100543,F1027,2024-10-29 14:24:39,167.0
C1021928,U106047,F1232,2024-06-12 21:00:31,168.0
C1021929,U108967,F1021,2024-07-25 03:02:58,187.0
C1021930,U101620,F1007,2024-09-24 03:34:58,262.0
C1021931,U104312,F1217,2024-01-27 03:44:33,27.0
C1021932,U108723,F1230,2024-06-03 04:39:07,238.0
C1021933,U107828,F1113,2024-12-24 11:22:59,218.0
C1021934,U100888,F1180,2024-02-01 08:39:29,286.0
C1021935,U100392,F1136,2024-04-12 02:36:47,174.0
C1021936,U109813,F1122,2024-06-29 18:28:56,283.0
C1021937,U103457,F1053,2024-10-29 07:37:45,82.0
C1021938,U107668,F1097,2024-12-28 21:49:30,169.0
C1021939,U102363,F1090,2024-05-26 08:53:16,129.0
C1021940,U107354,F1009,2024-03-31 12:40:33,290.0
C1021941,U109540,F1241,2024-04-03 09:59:06,291.0
C1021942,U100317,F1263,2024-06-20 18:45:06,215.0
C1021943,U106537,F1197,2024-01-20 23:34:23,126.0
C1021944,U108896,F1256,2024-08-28 14:49:54,92.0
C1021945,U103771,F1280,2024-07-20 09:58:13,59.0
C1021946,U109233,F1174,2024-01-11 10:17:52,100.0
C1021947,U104244,F1266,2024-01-18 15:48:16,133.0
C1021948,U104653,F1189,2024-11-30 13:39:13,271.0
C1021949,U106885,F1214,2024-03-30 19:39:31,96.0
C1021950,U104006,F1039,2024-10-02 13:14:20,226.0
C1021951,U104642,F1070,2024-08-07 07:15:00,29.0
C1021952,U102127,F1218,2024-11-03 22:27:36,241.0
C1021953,U104613,F1004,2024-03-12 13:30:15,12.0
C1021954,U102749,F1224,2024-08-20 17:36:43,118.0
C1021955,U108435,F1184,2024-11-20 22:12:58,191.0
C1021956,U108200,F1143,2024-11-24 10:47:29,242.0
C1021957,U103654,F1181,2024-02-20 05:05:28,183.0
C1021958,U109515,F1215,2024-12-03 07:58:04,18.0
C1021959,U105439,F1189,2024-08-03 23:00:35,140.0
C1021960,U102370,F1262,2024-08-19 20:58:22,46.0
C1021961,U102603,F1294,2024-01-13 10:43:42,263.0
C1021962,U105747,F1076,2024-07-06 06:35:21,167.0
C1021963,U103533,F1050,2024-07-29 20:38:41,56.0
C1021964,U107565,F1123,2024-07-06 17:40:30,214.0
C1021965,U108584,F1123,2024-03-22 19:05:51,262.0
C1021966,U101251,F1166,2024-10-07 08:21:09,81.0
C1021967,U102966,F1204,2024-07-27 17:49:27,108.0
C1021968,U109358,F1163,2024-12-15 00:22:08,197.0
C1021969,U107571,F1011,2024-04-21 19:25:36,203.0
C1021970,U103007,F1106,2024-04-01 01:22:50,141.0
C1021971,U107813,F1052,2024-03-17 06:13:01,52.0
C1021972,U107206,F1188,2024-02-05 05:00:54,203.0
C1021973,U108384,F1121,2024-03-29 08:39:01,54.0
C1021974,U108518,F1235,2024-04-19 03:00:01,199.0
C1021975,U104120,F1022,2024-07-14 04:24:11,285.0
C1021976,U104197,F1278,2024-05-13 22:25:47,165.0
C1021977,U108854,F1229,2024-06-25 07:47:56,254.0
C1021978,U104837,F1284,2024-07-02 02:03:53,144.0
C1021979,U104025,F1151,2024-08-20 12:22:12,270.0
C1021980,U104257,F1149,2024-12-23 19:07:39,259.0
C1021981,U104773,F1011,2024-11-22 06:14:51,132.0
C1021982,U109077,F1192,2024-03-08 15:24:44,125.0
C1021983,U103953,F1035,2024-12-26 18:33:55,98.0
C1021984,U102294,F1041,2024-02-02 12:16:27,50.0
C1021985,U106317,F1233,2024-08-30 04:04:05,23.0
C1021986,U103467,F1023,2024-04-20 12:16:00,237.0
C1021987,U101032,F1037,2024-11-30 18:05:50,181.0
C1021988,U101471,F1159,2024-07-17 00:51:57,93.0
C1021989,U105113,F1254,2024-05-04 18:42:03,76.0
C1021990,U105690,F1185,2024-05-25 10:16:55,33.0
C1021991,U106805,F1053,2024-04-29 11:31:00,235.0
C1021992,U104071,F1252,2024-05-26 06:21:47,216.0
C1021993,U107739,F1265,2024-03-27 10:32:19,135.0
C1021994,U101148,F1056,2024-03-06 12:36:55,262.0
C1021995,U108232,F1203,2024-01-01 16:27:07,235.0
C1021996,U106480,F1078,2024-02-17 15:20:04,283.0
C1021997,U103756,F1251,2024-01-21 04:15:37,294.0
C1021998,U107408,F1029,2024-10-01 04:46:32,164.0
C1021999,U107261,F1076,2024-03-19 02:10:14,31.0
C1022000,U106663,F1242,2024-08-31 15:05:25,241.0
C1022001,U103796,F1175,2024-11-20 08:46:00,142.0
C1022002,U103447,F1298,2024-07-19 21:39:14,166.0
C1022003,U108276,F1128,2024-07-19 07:29:49,205.0
C1022004,U107832,F1081,2024-09-18 10:00:10,174.0
C1022005,U104457,F1294,2024-11-04 07:39:06,145.0
C1022006,U105370,F1177,2024-02-21 12:33:47,288.0
C1022007,U102639,F1131,2024-11-18 16:41:47,121.0
C1022008,U109222,F1218,2024-05-03 02:22:31,163.0
C1022009,U107687,F1254,2024-10-04 08:02:18,140.0
C1022010,U100930,F1091,2024-02-09 21:30:19,230.0
C1022011,U101821,F1023,2024-02-16 15:59:55,75.0
C1022012,U105902,F1067,2024-10-13 12:38:47,188.0
C1022013,U105827,F1253,2024-08-18 07:27:57,162.0
C1022014,U103809,F1155,2024-07-16 14:16:46,104.0
C1022015,U109785,F1179,2024-03-22 03:48:43,217.0
C1022016,U105531,F1220,2024-02-01 18:31:56,180.0
C1022017,U109312,F1029,2024-07-29 05:54:38,274.0
C1022018,U109873,F1146,2024-01-06 13:54:26,208.0
C1022019,U101924,F1148,2024-01-20 00:20:57,37.0
C1022020,U102440,F1276,2024-05-15 18:42:48,250.0
C1022021,U107013,F1255,2024-11-20 12:33:51,132.0
C1022022,U103442,F1288,2024-08-07 19:35:15,126.0
C1022023,U101207,F1008,2024-09-04 06:10:55,114.0
C1022024,U109358,F1049,2024-06-01 09:41:51,85.0
C1022025,U105582,F1094,2024-01-31 07:21:37,37.0
C1022026,U108253,F1031,2024-11-05 12:17:17,170.0
C1022027,U108354,F1040,2024-03-03 19:43:20,66.0
C1022028,U104647,F1214,2024-02-01 08:26:09,253.0
C1022029,U107402,F1297,2024-05-31 11:00:01,160.0
C1022030,U109275,F1075,2024-10-02 01:48:46,174.0
C1022031,U100238,F1085,2024-11-16 05:35:19,83.0
C1022032,U103786,F1103,2024-03-06 22:35:39,29.0
C1022033,U108629,F1155,2024-07-25 23:07:20,232.0
C1022034,U108720,F1153,2024-04-14 06:51:41,208.0
C1022035,U108296,F1090,2024-01-13 10:16:36,11.0
C1022036,U107260,F1183,2024-01-03 22:06:27,254.0
C1022037,U109430,F1007,2024-12-24 11:48:49,164.0
C1022038,U106632,F1202,2024-05-19 04:13:53,28.0
C1022039,U108342,F1258,2024-01-16 01:44:50,283.0
C1022040,U101793,F1000,2024-02-20 16:14:57,230.0
C1022041,U106956,F1297,2024-10-14 19:06:43,228.0
C1022042,U108822,F1177,2024-09-17 18:19:07,145.0
C1022043,U108107,F1079,2024-09-21 05:02:31,36.0
C1022044,U100206,F1294,2024-12-21 16:31:14,207.0
C1022045,U102822,F1232,2024-09-28 21:14:04,76.0
C1022046,U109025,F1035,2024-08-01 08:45:46,292.0
C1022047,U101500,F1075,2024-08-21 09:23:58,87.0
C1022048,U106707,F1073,2024-05-03 00:46:08,86.0
C1022049,U104321,F1034,2024-12-07 10:38:16,106.0
C1022050,U108995,F1030,2024-07-15 16:57:26,109.0
C1022051,U106833,F1167,2024-03-07 10:06:36,213.0
C1022052,U106249,F1078,2024-05-10 22:59:03,295.0
C1022053,U103147,F1160,2024-07-12 06:16:10,127.0
C1022054,U104611,F1193,2024-07-22 07:57:36,57.0
C1022055,U101846,F1026,2024-12-12 07:25:57,165.0
C1022056,U108134,F1177,2024-02-25 09:59:14,293.0
C1022057,U106418,F1090,2024-01-18 00:16:10,114.0
C1022058,U103719,F1114,2024-05-28 04:55:35,292.0
C1022059,U106094,F1094,2024-11-01 15:18:08,293.0
C1022060,U102065,F1025,2024-10-09 10:01:09,101.0
C1022061,U104380,F1252,2024-06-27 07:55:08,138.0
C1022062,U104745,F1149,2024-02-07 05:46:54,91.0
C1022063,U108185,F1280,2024-09-15 08:40:39,22.0
C1022064,U106400,F1248,2024-02-14 13:09:59,204.0
C1022065,U109434,F1035,2024-08-29 20:07:52,61.0
C1022066,U102404,F1269,2024-05-18 11:07:03,270.0
C1022067,U100255,F1295,2024-12-09 03:06:41,39.0
C1022068,U106477,F1264,2024-08-14 10:47:20,254.0
C1022069,U107535,F1039,2024-02-16 14:35:27,92.0
C1022070,U106140,F1044,2024-06-15 19:39:21,284.0
C1022071,U106158,F1000,2024-09-10 02:03:40,296.0
C1022072,U100178,F1135,2024-07-24 08:40:34,201.0
C1022073,U107612,F1200,2024-02-02 12:41:04,248.0
C1022074,U107939,F1185,2024-04-11 04:44:05,234.0
C1022075,U105522,F1018,2024-01-08 13:20:25,162.0
C1022076,U104183,F1119,2024-02-07 12:58:42,121.0
C1022077,U106237,F1026,2024-04-16 03:44:06,207.0
C1022078,U104940,F1212,2024-09-08 07:12:10,115.0
C1022079,U100027,F1205,2024-08-25 16:00:09,286.0
C1022080,U108245,F1203,2024-12-08 16:51:15,171.0
C1022081,U108512,F1123,2024-08-07 08:49:21,108.0
C1022082,U103630,F1097,2024-04-15 13:34:44,246.0
C1022083,U106903,F1056,2024-05-24 19:11:19,169.0
C1022084,U106773,F1182,2024-01-11 14:13:53,237.0
C1022085,U105921,F1260,2024-10-29 02:45:30,209.0
C1022086,U100331,F1226,2024-05-24 13:29:41,94.0
C1022087,U101717,F1093,2024-06-12 18:20:46,155.0
C1022088,U100316,F1101,2024-03-24 17:02:28,209.0
C1022089,U106244,F1155,2024-08-30 13:06:04,38.0
C1022090,U103551,F1172,2024-12-05 16:26:21,93.0
C1022091,U106098,F1289,2024-10-07 05:41:54,198.0
C1022092,U102917,F1094,2024-05-17 04:54:04,261.0
C1022093,U107792,F1246,2024-09-23 05:39:35,130.0
C1022094,U109554,F1215,2024-12-08 22:59:21,252.0
C1022095,U108339,F1213,2024-09-04 01:23:43,289.0
C1022096,U107463,F1185,2024-12-21 08:44:12,189.0
C1022097,U109924,F1268,2024-05-09 16:37:43,195.0
C1022098,U107574,F1264,2024-02-24 06:23:57,40.0
C1022099,U102628,F1236,2024-11-14 08:14:39,53.0
C1022100,U104573,F1048,2024-10-29 08:22:54,190.0
C1022101,U108048,F1137,2024-12-24 06:52:24,255.0
C1022102,U101209,F1104,2024-06-02 09:27:57,249.0
C1022103,U100169,F1119,2024-02-09 06:58:41,166.0
C1022104,U109759,F1028,2024-11-10 06:46:34,26.0
C1022105,U104396,F1178,2024-03-16 18:58:30,127.0
C1022106,U103435,F1178,2024-09-02 03:20:42,56.0
C1022107,U101877,F1010,2024-06-13 16:26:52,91.0
C1022108,U104052,F1216,2024-01-19 04:02:23,30.0
C1022109,U103035,F1008,2024-04-29 14:59:35,89.0
C1022110,U103248,F1111,2024-10-25 19:48:29,73.0
C1022111,U103873,F1042,2024-01-21 09:38:07,10.0
C1022112,U108714,F1165,2024-05-28 06:13:51,190.0
C1022113,U103552,F1043,2024-12-26 18:03:02,88.0
C1022114,U105605,F1180,2024-04-23 04:06:58,168.0
C1022115,U102706,F1187,2024-12-07 17:40:22,50.0
C1022116,U102532,F1239,2024-01-08 02:43:27,153.0
C1022117,U100821,F1253,2024-05-09 19:59:32,187.0
C1022118,U103508,F1085,2024-10-14 08:12:49,274.0
C1022119,U100194,F1183,2024-04-29 04:00:58,236.0
C1022120,U100465,F1173,2024-05-08 19:11:05,285.0
C1022121,U103025,F1240,2024-06-22 03:04:40,243.0
C1022122,U108145,F1217,2024-05-23 14:06:33,235.0
C1022123,U102537,F1292,2024-08-23 17:33:12,74.0
C1022124,U100099,F1117,2024-12-10 14:31:13,185.0
C1022125,U108307,F1204,2024-09-02 13:08:31,144.0
C1022126,U105714,F1202,2024-08-23 20:15:39,224.0
C1022127,U106275,F1183,2024-03-24 10:15:57,168.0
C1022128,U109463,F1194,2024-03-02 14:39:31,69.0
C1022129,U102690,F1034,2024-06-15 07:40:22,170.0
C1022130,U101434,F1169,2024-12-18 00:34:15,291.0
C1022131,U101902,F1025,2024-10-31 22:15:46,119.0
C1022132,U103023,F1111,2024-04-14 02:22:28,21.0
C1022133,U107057,F1098,2024-09-29 08:39:52,218.0
C1022134,U106813,F1188,2024-10-05 02:38:02,166.0
C1022135,U106062,F1124,2024-10-12 17:57:53,179.0
C1022136,U102593,F1172,2024-01-18 22:49:04,56.0
C1022137,U106518,F1079,2024-12-27 16:13:02,175.0
C1022138,U104939,F1238,2024-03-04 21:17:53,33.0
C1022139,U104393,F1105,2024-10-23 18:38:26,242.0
C1022140,U107139,F1098,2024-07-27 13:58:18,256.0
C1022141,U107224,F1077,2024-11-29 14:44:23,212.0
C1022142,U102926,F1185,2024-01-01 16:58:38,10.0
C1022143,U106862,F1121,2024-04-02 16:11:31,279.0
C1022144,U106004,F1157,2024-01-07 18:13:22,272.0
C1022145,U101826,F1201,2024-10-18 10:06:47,287.0
C1022146,U106552,F1190,2024-01-21 15:37:46,222.0
C1022147,U101025,F1153,2024-11-03 05:11:47,41.0
C1022148,U100785,F1294,2024-10-29 03:47:21,35.0
C1022149,U101800,F1029,2024-07-03 23:03:39,179.0
C1022150,U105186,F1140,2024-02-23 19:13:19,251.0
C1022151,U107236,F1102,2024-09-30 06:35:35,128.0
C1022152,U108552,F1064,2024-07-24 22:58:32,132.0
C1022153,U106601,F1230,2024-09-30 17:06:17,280.0
C1022154,U103397,F1129,2024-06-30 06:28:38,285.0
C1022155,U101226,F1022,2024-09-27 10:39:47,16.0
C1022156,U102640,F1289,2024-11-11 10:04:29,12.0
C1022157,U105050,F1104,2024-07-11 03:34:52,96.0
C1022158,U103649,F1041,2024-04-28 20:45:10,65.0
C1022159,U105911,F1169,2024-04-10 17:38:42,216.0
C1022160,U105637,F1201,2024-07-12 11:12:10,226.0
C1022161,U103203,F1021,2024-05-14 17:23:12,160.0
C1022162,U109992,F1249,2024-12-28 15:33:41,228.0
C1022163,U107235,F1034,2024-02-26 03:19:57,147.0
C1022164,U107293,F1222,2024-05-22 10:17:34,60.0
C1022165,U109608,F1043,2024-01-16 04:17:15,137.0
C1022166,U107850,F1186,2024-09-04 09:33:53,136.0
C1022167,U108527,F1090,2024-07-26 05:57:41,68.0
C1022168,U107855,F1288,2024-10-29 00:52:18,261.0
C1022169,U105938,F1015,2024-05-02 22:56:18,77.0
C1022170,U101961,F1126,2024-03-03 03:26:38,35.0
C1022171,U106947,F1260,2024-12-09 03:26:00,130.0
C1022172,U100843,F1215,2024-12-04 07:50:48,140.0
C1022173,U109832,F1111,2024-02-21 11:20:41,194.0
C1022174,U104140,F1218,2024-03-20 23:36:36,155.0
C1022175,U101124,F1269,2024-01-28 20:23:02,190.0
C1022176,U106562,F1069,2024-12-01 20:16:28,50.0
C1022177,U104711,F1122,2024-06-03 09:45:02,235.0
C1022178,U100764,F1114,2024-09-02 17:02:03,100.0
C1022179,U109892,F1090,2024-07-11 06:50:58,233.0
C1022180,U105575,F1236,2024-09-14 16:26:59,240.0
C1022181,U107403,F1219,2024-02-15 01:25:35,224.0
C1022182,U104629,F1146,2024-07-08 02:21:31,122.0
C1022183,U109284,F1061,2024-03-29 10:03:55,66.0
C1022184,U101604,F1137,2024-01-06 14:41:36,168.0
C1022185,U109461,F1055,2024-12-07 07:36:10,95.0
C1022186,U106506,F1266,2024-12-30 21:14:31,7.0
C1022187,U100530,F1235,2024-01-26 18:43:36,280.0
C1022188,U102790,F1093,2024-06-07 08:10:02,18.0
C1022189,U101252,F1205,2024-11-10 19:42:08,254.0
C1022190,U103941,F1079,2024-12-20 18:22:31,173.0
C1022191,U105628,F1143,2024-10-30 01:40:10,255.0
C1022192,U108849,F1187,2024-03-05 10:02:53,123.0
C1022193,U105233,F1050,2024-06-24 05:18:10,264.0
C1022194,U106386,F1127,2024-06-07 01:13:22,257.0
C1022195,U109360,F1226,2024-03-08 03:21:51,142.0
C1022196,U105792,F1291,2024-09-28 10:56:58,75.0
C1022197,U102486,F1264,2024-07-02 09:03:05,31.0
C1022198,U102843,F1287,2024-07-17 22:19:17,73.0
C1022199,U107789,F1237,2024-06-29 00:39:47,226.0
C1022200,U109922,F1043,2024-07-04 19:01:50,30.0
C1022201,U103238,F1146,2024-04-13 01:36:06,205.0
C1022202,U107700,F1042,2024-09-15 02:58:37,295.0
C1022203,U105284,F1094,2024-08-23 02:31:01,138.0
C1022204,U102689,F1140,2024-04-14 09:05:05,193.0
C1022205,U103332,F1237,2024-07-17 05:44:40,256.0
C1022206,U101198,F1137,2024-08-08 05:07:26,39.0
C1022207,U106954,F1175,2024-11-02 23:23:45,107.0
C1022208,U107263,F1147,2024-01-16 07:35:03,158.0
C1022209,U109572,F1115,2024-11-19 10:06:36,39.0
C1022210,U107050,F1261,2024-12-16 22:33:49,192.0
C1022211,U105261,F1199,2024-08-31 10:59:51,137.0
C1022212,U109382,F1063,2024-05-31 03:29:49,177.0
C1022213,U107870,F1028,2024-01-13 02:38:38,64.0
C1022214,U101342,F1008,2024-09-05 08:56:38,289.0
C1022215,U101654,F1220,2024-07-11 10:01:06,247.0
C1022216,U104753,F1022,2024-08-25 14:31:27,176.0
C1022217,U107136,F1235,2024-08-30 16:00:34,254.0
C1022218,U105981,F1142,2024-05-08 16:21:46,230.0
C1022219,U109180,F1241,2024-01-05 13:32:01,280.0
C1022220,U101077,F1057,2024-07-30 08:49:26,84.0
C1022221,U100121,F1145,2024-06-06 05:04:20,186.0
C1022222,U103195,F1145,2024-06-25 06:51:53,172.0
C1022223,U102214,F1006,2024-01-08 13:47:55,51.0
C1022224,U102991,F1129,2024-09-23 22:57:22,83.0
C1022225,U109025,F1209,2024-08-22 02:13:13,192.0
C1022226,U109870,F1233,2024-11-27 12:21:44,246.0
C1022227,U102069,F1019,2024-01-25 10:20:40,90.0
C1022228,U105395,F1056,2024-04-28 11:15:50,38.0
C1022229,U101962,F1140,2024-08-15 15:02:24,253.0
C1022230,U104023,F1116,2024-07-08 18:37:02,93.0
C1022231,U108599,F1023,2024-04-29 18:01:28,224.0
C1022232,U106442,F1114,2024-06-18 20:48:55,38.0
C1022233,U106420,F1271,2024-06-12 11:28:16,159.0
C1022234,U102369,F1034,2024-10-29 07:00:17,289.0
C1022235,U102319,F1237,2024-04-22 19:09:13,36.0
C1022236,U103239,F1264,2024-05-06 19:37:32,61.0
C1022237,U107956,F1013,2024-02-10 00:45:38,209.0
C1022238,U105555,F1075,2024-03-11 17:05:00,40.0
C1022239,U101892,F1022,2024-09-05 03:55:03,273.0
C1022240,U106407,F1176,2024-02-29 08:07:56,50.0
C1022241,U103838,F1000,2024-12-27 13:10:10,137.0
C1022242,U107509,F1207,2024-08-28 07:11:52,57.0
C1022243,U101489,F1049,2024-12-11 06:36:40,21.0
C1022244,U104009,F1057,2024-12-25 02:23:01,134.0
C1022245,U101821,F1202,2024-05-12 14:37:01,11.0
C1022246,U101272,F1284,2024-02-17 08:04:40,158.0
C1022247,U108888,F1001,2024-07-03 13:13:16,65.0
C1022248,U104836,F1143,2024-05-13 00:47:43,69.0
C1022249,U104214,F1079,2024-05-21 18:36:19,77.0
C1022250,U101769,F1154,2024-02-07 06:49:17,154.0
C1022251,U102841,F1224,2024-07-15 17:13:24,99.0
C1022252,U107941,F1153,2024-05-23 19:06:26,121.0
C1022253,U102364,F1074,2024-11-02 05:13:41,198.0
C1022254,U105363,F1262,2024-10-30 13:14:25,148.0
C1022255,U101117,F1165,2024-05-23 16:07:20,142.0
C1022256,U107447,F1293,2024-12-12 19:13:27,93.0
C1022257,U100812,F1152,2024-08-14 17:08:08,103.0
C1022258,U100037,F1179,2024-10-25 17:57:50,275.0
C1022259,U102460,F1261,2024-05-21 17:49:18,215.0
C1022260,U104338,F1103,2024-12-08 14:32:24,251.0
C1022261,U105483,F1284,2024-03-10 04:19:14,282.0
C1022262,U103719,F1194,2024-05-28 18:35:56,40.0
C1022263,U107231,F1035,2024-12-30 05:26:00,26.0
C1022264,U109046,F1261,2024-09-14 14:50:34,151.0
C1022265,U102354,F1240,2024-07-03 17:10:55,77.0
C1022266,U104042,F1078,2024-12-18 18:58:19,15.0
C1022267,U109989,F1156,2024-07-09 03:18:11,260.0
C1022268,U100174,F1011,2024-03-09 14:24:51,19.0
C1022269,U109904,F1005,2024-10-24 23:40:54,289.0
C1022270,U106740,F1255,2024-05-22 04:33:45,147.0
C1022271,U100671,F1058,2024-09-13 04:20:21,86.0
C1022272,U100693,F1036,2024-05-24 21:26:27,187.0
C1022273,U108739,F1070,2024-06-20 23:30:02,215.0
C1022274,U105976,F1103,2024-03-20 19:11:29,117.0
C1022275,U101122,F1169,2024-06-09 18:07:39,29.0
C1022276,U103297,F1038,2024-09-12 05:32:33,211.0
C1022277,U103986,F1166,2024-09-10 02:01:36,141.0
C1022278,U102596,F1054,2024-08-03 15:22:34,68.0
C1022279,U104368,F1173,2024-04-25 08:37:37,155.0
C1022280,U103023,F1052,2024-08-02 15:38:49,142.0
C1022281,U108975,F1009,2024-02-11 20:49:25,178.0
C1022282,U109401,F1076,2024-04-13 14:22:56,66.0
C1022283,U109131,F1262,2024-02-12 11:20:22,43.0
C1022284,U101528,F1006,2024-05-08 02:29:21,82.0
C1022285,U100093,F1007,2024-02-02 08:48:07,208.0
C1022286,U109522,F1243,2024-03-20 08:10:27,57.0
C1022287,U109953,F1116,2024-12-04 04:13:11,130.0
C1022288,U106660,F1297,2024-04-26 06:18:43,278.0
C1022289,U105049,F1153,2024-07-18 01:16:58,38.0
C1022290,U102221,F1261,2024-03-28 23:54:53,269.0
C1022291,U102742,F1009,2024-08-22 02:30:41,143.0
C1022292,U101096,F1267,2024-06-04 17:59:34,193.0
C1022293,U108191,F1028,2024-10-19 20:50:40,194.0
C1022294,U105003,F1020,2024-01-08 07:55:25,153.0
C1022295,U102103,F1297,2024-03-24 01:04:56,69.0
C1022296,U102742,F1284,2024-07-01 18:20:03,205.0
C1022297,U104729,F1253,2024-05-03 23:18:09,55.0
C1022298,U104299,F1089,2024-04-10 02:56:00,129.0
C1022299,U103662,F1241,2024-03-15 15:00:50,51.0
C1022300,U108207,F1089,2024-12-09 07:28:29,275.0
C1022301,U100125,F1091,2024-08-10 20:20:10,246.0
C1022302,U105997,F1013,2024-08-05 05:55:42,156.0
C1022303,U105674,F1108,2024-02-17 07:44:26,273.0
C1022304,U104174,F1152,2024-09-16 10:22:27,114.0
C1022305,U108980,F1166,2024-01-29 14:57:49,258.0
C1022306,U105498,F1058,2024-11-05 16:10:15,75.0
C1022307,U106407,F1199,2024-10-05 06:27:03,232.0
C1022308,U102352,F1189,2024-06-02 09:34:22,96.0
C1022309,U109703,F1154,2024-12-20 05:35:42,275.0
C1022310,U106883,F1132,2024-10-21 13:11:36,103.0
C1022311,U104220,F1131,2024-02-02 01:05:27,32.0
C1022312,U104837,F1179,2024-07-31 10:06:57,62.0
C1022313,U108272,F1244,2024-05-18 00:37:18,35.0
C1022314,U107015,F1261,2024-02-21 23:27:41,207.0
C1022315,U109836,F1284,2024-05-23 19:31:14,190.0
C1022316,U100174,F1182,2024-04-21 08:44:20,236.0
C1022317,U108867,F1103,2024-01-27 13:26:24,219.0
C1022318,U108539,F1066,2024-10-08 08:31:16,79.0
C1022319,U109582,F1035,2024-03-17 05:28:15,132.0
C1022320,U101558,F1036,2024-08-10 02:15:49,110.0
C1022321,U101438,F1176,2024-07-04 22:54:15,53.0
