ScrollID,UserID,FeatureID,ScrollPercent,SessionDate
S2024848,U109632,F1141,76.83,2024-02-17
S2024849,U107661,F1005,33.3,2024-03-10
S2024850,U101960,F1258,70.07,2024-07-17
S2024851,U102796,F1192,85.37,2024-10-11
S2024852,U101527,F1299,36.8,2024-07-09
S2024853,U107895,F1204,82.13,2024-06-10
S2024854,U100163,F1070,99.84,2024-03-17
S2024855,U103144,F1233,16.61,2024-07-03
S2024856,U105934,F1288,41.56,2024-09-19
S2024857,U107466,F1201,55.25,2024-04-11
S2024858,U107967,F1099,61.82,2024-01-30
S2024859,U103668,F1209,75.06,2024-12-28
S2024860,U105945,F1088,10.4,2024-07-30
S2024861,U109137,F1129,94.74,2024-03-13
S2024862,U105406,F1031,58.32,2024-09-27
S2024863,U105864,F1223,51.78,2024-08-15
S2024864,U100141,F1109,75.98,2024-07-13
S2024865,U106461,F1053,25.13,2024-01-29
S2024866,U107501,F1195,99.32,2024-07-02
S2024867,U108344,F1268,40.78,2024-10-24
S2024868,U102176,F1026,40.15,2024-01-05
S2024869,U107977,F1141,69.26,2024-03-01
S2024870,U104814,F1011,70.02,2024-04-18
S2024871,U108629,F1124,93.85,2024-11-15
S2024872,U107709,F1029,62.12,2024-03-19
S2024873,U101985,F1241,95.2,2024-02-06
S2024874,U104739,F1202,34.29,2024-06-20
S2024875,U103977,F1167,91.98,2024-04-16
S2024876,U102333,F1032,78.32,2024-11-07
S2024877,U107748,F1143,22.8,2024-06-08
S2024878,U101135,F1216,10.04,2024-11-16
S2024879,U101194,F1125,33.73,2024-01-15
S2024880,U106954,F1242,35.19,2024-06-02
S2024881,U105084,F1275,55.13,2024-01-30
S2024882,U107664,F1245,96.99,2024-11-15
S2024883,U101212,F1082,39.17,2024-08-22
S2024884,U101755,F1105,53.33,2024-12-13
S2024885,U104635,F1035,86.34,2024-05-23
S2024886,U102501,F1284,65.33,2024-09-02
S2024887,U102571,F1215,18.35,2024-05-31
S2024888,U108626,F1042,96.86,2024-03-17
S2024889,U108119,F1118,71.16,2024-10-08
S2024890,U109056,F1026,28.98,2024-12-05
S2024891,U109909,F1029,32.95,2024-09-21
S2024892,U107539,F1134,31.85,2024-11-03
S2024893,U106230,F1282,52.75,2024-05-08
S2024894,U102239,F1154,52.63,2024-08-24
S2024895,U103668,F1131,53.92,2024-07-10
S2024896,U102086,F1151,32.73,2024-02-26
S2024897,U102264,F1284,85.03,2024-02-01
S2024898,U109018,F1281,59.37,2024-06-04
S2024899,U100080,F1190,90.25,2024-10-10
S2024900,U101455,F1028,99.46,2024-01-25
S2024901,U102775,F1011,39.92,2024-11-20
S2024902,U109281,F1252,54.91,2024-10-08
S2024903,U104591,F1140,18.0,2024-08-01
S2024904,U109937,F1297,41.99,2024-12-30
S2024905,U101338,F1113,29.94,2024-10-18
S2024906,U109349,F1268,64.27,2024-01-24
S2024907,U105695,F1070,21.22,2024-04-01
S2024908,U103387,F1098,31.65,2024-01-20
S2024909,U108683,F1204,40.87,2024-04-06
S2024910,U101299,F1264,11.17,2024-01-09
S2024911,U103039,F1006,19.15,2024-01-24
S2024912,U105465,F1142,22.5,2024-05-05
S2024913,U106616,F1235,34.98,2024-01-08
S2024914,U102495,F1190,13.03,2024-02-10
S2024915,U106159,F1168,49.33,2024-03-18
S2024916,U103039,F1079,29.0,2024-05-13
S2024917,U104286,F1222,61.29,2024-11-21
S2024918,U101984,F1066,54.69,2024-07-28
S2024919,U100059,F1220,72.05,2024-03-06
S2024920,U109222,F1063,48.37,2024-07-13
S2024921,U108882,F1135,33.68,2024-03-24
S2024922,U108761,F1272,14.19,2024-09-08
S2024923,U102694,F1228,89.36,2024-12-20
S2024924,U103099,F1115,18.81,2024-11-11
S2024925,U103253,F1156,50.44,2024-04-07
S2024926,U102211,F1033,49.57,2024-11-20
S2024927,U101623,F1174,89.52,2024-01-25
S2024928,U106578,F1184,51.69,2024-03-03
S2024929,U109544,F1282,36.52,2024-10-21
S2024930,U101744,F1004,13.39,2024-06-29
S2024931,U100029,F1286,42.7,2024-07-22
S2024932,U105033,F1129,55.53,2024-09-17
S2024933,U105079,F1196,21.38,2024-09-25
S2024934,U106504,F1195,60.11,2024-06-26
S2024935,U103499,F1103,17.93,2024-05-12
S2024936,U103005,F1036,77.22,2024-06-15
S2024937,U107650,F1139,21.69,2024-11-24
S2024938,U107505,F1225,14.11,2024-10-27
S2024939,U104654,F1265,95.32,2024-09-26
S2024940,U105382,F1053,71.91,2024-12-25
S2024941,U107900,F1032,48.03,2024-11-28
S2024942,U100776,F1262,12.1,2024-05-17
S2024943,U102988,F1023,75.31,2024-06-17
S2024944,U103751,F1254,22.16,2024-10-03
S2024945,U109710,F1022,46.15,2024-03-21
S2024946,U109364,F1199,98.34,2024-10-03
S2024947,U109652,F1116,70.77,2024-11-07
S2024948,U108767,F1110,11.91,2024-08-16
S2024949,U101080,F1239,40.19,2024-11-16
S2024950,U104868,F1002,71.04,2024-07-23
S2024951,U103480,F1006,55.31,2024-08-08
S2024952,U109416,F1201,43.33,2024-02-21
S2024953,U107641,F1223,10.79,2024-07-23
S2024954,U106947,F1290,35.35,2024-03-07
S2024955,U109113,F1093,60.22,2024-12-18
S2024956,U102934,F1028,48.45,2024-07-03
S2024957,U103480,F1054,64.46,2024-08-13
S2024958,U100804,F1275,39.82,2024-06-28
S2024959,U108056,F1136,93.68,2024-05-12
S2024960,U100367,F1283,43.28,2024-02-19
S2024961,U108368,F1102,36.1,2024-11-14
S2024962,U106979,F1103,40.19,2024-11-19
S2024963,U106692,F1293,10.74,2024-06-13
S2024964,U100121,F1034,35.43,2024-02-10
S2024965,U104668,F1207,76.87,2024-08-07
S2024966,U109912,F1258,91.63,2024-10-09
S2024967,U101426,F1216,53.69,2024-04-18
S2024968,U100250,F1067,50.64,2024-11-22
S2024969,U103937,F1274,92.93,2024-01-25
S2024970,U102252,F1136,45.26,2024-09-01
S2024971,U100429,F1123,90.71,2024-01-01
S2024972,U100426,F1172,12.78,2024-07-23
S2024973,U102796,F1009,14.98,2024-11-15
S2024974,U101691,F1227,48.86,2024-07-23
S2024975,U100650,F1138,31.44,2024-01-16
S2024976,U109761,F1086,40.38,2024-07-31
S2024977,U100682,F1118,56.5,2024-12-03
S2024978,U107365,F1210,79.65,2024-07-15
S2024979,U105893,F1177,15.95,2024-09-26
S2024980,U105201,F1043,88.24,2024-04-06
S2024981,U103284,F1022,27.35,2024-08-27
S2024982,U102275,F1241,51.18,2024-06-26
S2024983,U108695,F1202,65.03,2024-01-19
S2024984,U103719,F1198,61.57,2024-10-19
S2024985,U107935,F1160,74.65,2024-08-13
S2024986,U104942,F1038,24.1,2024-05-25
S2024987,U100567,F1290,45.5,2024-11-10
S2024988,U102269,F1080,98.44,2024-12-16
S2024989,U102179,F1032,27.99,2024-02-04
S2024990,U102411,F1243,90.31,2024-12-11
S2024991,U103209,F1092,39.53,2024-02-22
S2024992,U101919,F1239,54.14,2024-11-09
S2024993,U108355,F1112,40.72,2024-08-17
S2024994,U107185,F1073,28.46,2024-11-19
S2024995,U101058,F1162,25.12,2024-04-22
S2024996,U108599,F1110,66.28,2024-06-18
S2024997,U109031,F1198,87.7,2024-11-16
S2024998,U107985,F1172,83.01,2024-04-18
S2024999,U101606,F1266,45.13,2024-07-27
S2025000,U100584,F1117,77.69,2024-05-08
S2025001,U106869,F1011,84.82,2024-12-11
S2025002,U103185,F1218,61.75,2024-08-20
S2025003,U106096,F1118,79.94,2024-06-27
S2025004,U107117,F1033,12.4,2024-08-19
S2025005,U107468,F1029,90.47,2024-08-29
S2025006,U102179,F1008,80.91,2024-08-26
S2025007,U109690,F1187,40.02,2024-06-28
S2025008,U100625,F1114,67.43,2024-05-07
S2025009,U102851,F1101,45.04,2024-11-09
S2025010,U103205,F1204,14.89,2024-11-30
S2025011,U100989,F1005,29.81,2024-03-11
S2025012,U103157,F1106,36.27,2024-10-13
S2025013,U101269,F1084,38.69,2024-06-07
S2025014,U104806,F1162,21.89,2024-04-04
S2025015,U101274,F1183,84.63,2024-07-04
S2025016,U106154,F1069,55.0,2024-02-27
S2025017,U105675,F1216,21.94,2024-02-04
S2025018,U105381,F1023,15.38,2024-05-21
S2025019,U101275,F1082,51.88,2024-03-23
S2025020,U102928,F1177,86.63,2024-03-31
S2025021,U102266,F1142,86.84,2024-11-07
S2025022,U108353,F1227,40.47,2024-01-12
S2025023,U106398,F1149,65.16,2024-03-16
S2025024,U100227,F1118,13.15,2024-05-27
S2025025,U102080,F1193,30.12,2024-06-28
S2025026,U101734,F1144,50.03,2024-05-20
S2025027,U106725,F1166,38.53,2024-04-07
S2025028,U106226,F1227,93.63,2024-10-03
S2025029,U107138,F1211,44.0,2024-03-23
S2025030,U107307,F1168,47.49,2024-08-21
S2025031,U102308,F1115,29.29,2024-05-07
S2025032,U107901,F1226,65.8,2024-01-13
S2025033,U106808,F1104,30.73,2024-05-15
S2025034,U101372,F1140,40.21,2024-05-17
S2025035,U107550,F1286,43.65,2024-12-09
S2025036,U102274,F1025,75.79,2024-09-05
S2025037,U104535,F1099,74.17,2024-12-28
S2025038,U100945,F1214,53.01,2024-10-28
S2025039,U102766,F1249,32.38,2024-05-23
S2025040,U101805,F1161,71.74,2024-03-01
S2025041,U105636,F1293,89.67,2024-05-07
S2025042,U109212,F1050,31.62,2024-08-10
S2025043,U100304,F1162,80.71,2024-08-16
S2025044,U102715,F1293,65.09,2024-07-02
S2025045,U109953,F1129,76.67,2024-02-19
S2025046,U105434,F1260,60.37,2024-08-05
S2025047,U105351,F1201,76.18,2024-09-22
S2025048,U108314,F1138,81.63,2024-10-13
S2025049,U100836,F1009,78.35,2024-04-30
S2025050,U107068,F1121,98.31,2024-04-02
S2025051,U107835,F1120,43.56,2024-02-07
S2025052,U108683,F1065,82.06,2024-11-07
S2025053,U109874,F1128,74.58,2024-01-05
S2025054,U104738,F1041,84.0,2024-06-25
S2025055,U100799,F1005,30.28,2024-07-01
S2025056,U100176,F1195,26.26,2024-06-13
S2025057,U109215,F1010,30.1,2024-07-09
S2025058,U109432,F1263,99.92,2024-04-05
S2025059,U107096,F1005,94.13,2024-08-24
S2025060,U108642,F1158,94.55,2024-07-31
S2025061,U106121,F1299,75.13,2024-04-29
S2025062,U102424,F1230,39.73,2024-02-17
S2025063,U108581,F1263,70.52,2024-04-19
S2025064,U104787,F1080,36.47,2024-04-02
S2025065,U108143,F1180,16.36,2024-04-23
S2025066,U105708,F1135,35.56,2024-09-18
S2025067,U106649,F1111,62.1,2024-04-12
S2025068,U106475,F1169,90.0,2024-06-04
S2025069,U100894,F1134,58.86,2024-01-23
S2025070,U102774,F1183,40.14,2024-08-08
S2025071,U104643,F1037,26.32,2024-02-15
S2025072,U101015,F1075,62.79,2024-01-02
S2025073,U104651,F1171,67.86,2024-06-15
S2025074,U107715,F1159,36.44,2024-05-01
S2025075,U107754,F1128,49.46,2024-02-24
S2025076,U104504,F1154,12.24,2024-07-04
S2025077,U108559,F1218,36.08,2024-11-12
S2025078,U104499,F1288,25.77,2024-05-01
S2025079,U109704,F1214,87.25,2024-04-11
S2025080,U109293,F1022,14.13,2024-09-21
S2025081,U106643,F1162,78.69,2024-07-04
S2025082,U107881,F1289,48.15,2024-04-27
S2025083,U108300,F1025,14.79,2024-10-04
S2025084,U100200,F1176,33.28,2024-10-11
S2025085,U101123,F1274,34.86,2024-08-17
S2025086,U106073,F1236,63.43,2024-06-01
S2025087,U105641,F1258,73.44,2024-08-16
S2025088,U103755,F1053,60.37,2024-12-06
S2025089,U102986,F1029,35.37,2024-08-22
S2025090,U105086,F1233,71.7,2024-03-08
S2025091,U109965,F1180,80.74,2024-08-13
S2025092,U107794,F1128,58.06,2024-12-01
S2025093,U109800,F1051,77.88,2024-05-25
S2025094,U105696,F1115,68.64,2024-01-20
S2025095,U104297,F1204,43.76,2024-11-18
S2025096,U101520,F1275,32.24,2024-05-31
S2025097,U107488,F1185,34.49,2024-07-04
S2025098,U108167,F1294,36.21,2024-08-20
S2025099,U104917,F1123,64.04,2024-10-30
S2025100,U100210,F1240,72.13,2024-11-28
S2025101,U103791,F1268,81.13,2024-09-09
S2025102,U104477,F1055,79.28,2024-05-14
S2025103,U104783,F1069,11.09,2024-08-17
S2025104,U101415,F1152,85.73,2024-03-11
S2025105,U109138,F1173,35.73,2024-08-23
S2025106,U103258,F1067,69.15,2024-01-01
S2025107,U101908,F1074,85.84,2024-03-03
S2025108,U106944,F1202,21.96,2024-08-18
S2025109,U108816,F1151,14.26,2024-04-26
S2025110,U104296,F1141,85.06,2024-11-21
S2025111,U104461,F1088,62.7,2024-03-27
S2025112,U101666,F1195,49.3,2024-06-25
S2025113,U106823,F1269,31.24,2024-03-28
S2025114,U109480,F1086,34.44,2024-11-17
S2025115,U103596,F1226,79.93,2024-06-16
S2025116,U109418,F1211,22.55,2024-04-15
S2025117,U109662,F1152,90.45,2024-01-25
S2025118,U100269,F1207,48.9,2024-04-22
S2025119,U107379,F1213,25.89,2024-10-03
S2025120,U100258,F1238,61.09,2024-11-30
S2025121,U103848,F1250,24.05,2024-12-14
S2025122,U108204,F1258,47.07,2024-06-14
S2025123,U103890,F1148,66.23,2024-01-23
S2025124,U100100,F1293,19.29,2024-10-29
S2025125,U108495,F1042,66.88,2024-06-22
S2025126,U107096,F1175,45.53,2024-10-12
S2025127,U109243,F1035,91.44,2024-04-18
S2025128,U102266,F1059,89.45,2024-05-24
S2025129,U103168,F1141,92.5,2024-02-14
S2025130,U108088,F1259,33.32,2024-03-16
S2025131,U100586,F1001,67.67,2024-05-12
S2025132,U105859,F1093,17.75,2024-04-08
S2025133,U107257,F1089,60.4,2024-10-28
S2025134,U108430,F1088,73.62,2024-10-28
S2025135,U100343,F1228,46.81,2024-10-02
S2025136,U104416,F1122,31.17,2024-05-30
S2025137,U101804,F1001,26.58,2024-12-14
S2025138,U103138,F1105,31.46,2024-04-24
S2025139,U102573,F1100,28.17,2024-07-28
S2025140,U102352,F1276,99.95,2024-06-30
S2025141,U105284,F1033,45.79,2024-07-22
S2025142,U101579,F1291,13.5,2024-02-28
S2025143,U101467,F1194,39.9,2024-07-03
S2025144,U109474,F1177,50.84,2024-10-13
S2025145,U103500,F1294,28.42,2024-10-28
S2025146,U105962,F1042,53.84,2024-03-24
S2025147,U106865,F1285,24.79,2024-05-25
S2025148,U107972,F1080,25.61,2024-07-28
S2025149,U102692,F1139,29.89,2024-07-28
S2025150,U106779,F1012,28.27,2024-11-27
S2025151,U103261,F1211,17.05,2024-05-30
S2025152,U107326,F1152,99.91,2024-05-15
S2025153,U103562,F1034,31.44,2024-07-30
S2025154,U106232,F1272,77.1,2024-03-18
S2025155,U104820,F1030,17.42,2024-05-04
S2025156,U103767,F1036,53.41,2024-12-17
S2025157,U107447,F1169,23.39,2024-01-03
S2025158,U100513,F1235,20.12,2024-06-08
S2025159,U107753,F1238,41.09,2024-11-29
S2025160,U106311,F1025,76.17,2024-09-29
S2025161,U104305,F1089,22.94,2024-07-18
S2025162,U105323,F1002,32.66,2024-04-28
S2025163,U107819,F1235,46.95,2024-10-01
S2025164,U104323,F1163,82.82,2024-11-18
S2025165,U100622,F1017,51.46,2024-10-22
S2025166,U109153,F1057,97.66,2024-09-16
S2025167,U105800,F1005,54.44,2024-10-04
S2025168,U106778,F1152,69.61,2024-07-21
S2025169,U107597,F1092,71.44,2024-07-01
S2025170,U104864,F1014,29.4,2024-06-08
S2025171,U104015,F1277,11.46,2024-04-15
S2025172,U104189,F1283,68.48,2024-03-18
S2025173,U109535,F1068,34.16,2024-07-31
S2025174,U106194,F1042,18.06,2024-10-15
S2025175,U100416,F1229,12.55,2024-04-01
S2025176,U108970,F1000,96.8,2024-08-28
S2025177,U101451,F1085,79.23,2024-05-20
S2025178,U104114,F1057,76.48,2024-07-15
S2025179,U104015,F1050,21.52,2024-10-10
S2025180,U109859,F1112,79.43,2024-11-04
S2025181,U100808,F1251,11.62,2024-08-22
S2025182,U101191,F1033,15.61,2024-08-15
S2025183,U100702,F1184,15.3,2024-07-01
S2025184,U100917,F1031,32.19,2024-09-05
S2025185,U107595,F1006,12.61,2024-07-30
S2025186,U109884,F1133,84.2,2024-10-28
S2025187,U101946,F1161,62.18,2024-09-19
S2025188,U105688,F1217,32.29,2024-09-16
S2025189,U104861,F1039,40.37,2024-07-20
S2025190,U109406,F1173,92.93,2024-09-23
S2025191,U104130,F1143,76.72,2024-11-10
S2025192,U106070,F1095,24.33,2024-07-07
S2025193,U104192,F1075,59.32,2024-08-21
S2025194,U107604,F1070,10.6,2024-06-20
S2025195,U106185,F1127,58.64,2024-06-21
S2025196,U101595,F1187,18.73,2024-09-12
S2025197,U102356,F1094,26.41,2024-03-06
S2025198,U100732,F1185,95.82,2024-08-07
S2025199,U101505,F1110,49.15,2024-10-04
S2025200,U102459,F1154,30.89,2024-07-15
S2025201,U107422,F1094,12.83,2024-01-08
S2025202,U107190,F1024,65.47,2024-02-24
S2025203,U103181,F1050,23.79,2024-09-22
S2025204,U107290,F1035,27.91,2024-02-23
S2025205,U105972,F1051,39.03,2024-03-03
S2025206,U101556,F1162,98.38,2024-11-16
S2025207,U104509,F1136,60.17,2024-12-13
S2025208,U107725,F1033,65.02,2024-01-16
S2025209,U104355,F1036,89.68,2024-04-19
S2025210,U104354,F1121,65.77,2024-07-12
S2025211,U100357,F1249,31.02,2024-07-15
S2025212,U108876,F1256,72.85,2024-01-28
S2025213,U108575,F1230,79.11,2024-11-25
S2025214,U105938,F1175,45.99,2024-10-07
S2025215,U107170,F1201,34.11,2024-08-07
S2025216,U102600,F1222,15.38,2024-05-14
S2025217,U102994,F1217,26.49,2024-01-22
S2025218,U107275,F1115,70.73,2024-09-18
S2025219,U102401,F1247,21.13,2024-09-17
S2025220,U107912,F1270,66.08,2024-08-06
S2025221,U104992,F1126,83.2,2024-11-18
S2025222,U106032,F1114,35.14,2024-09-03
S2025223,U104516,F1010,92.31,2024-02-24
S2025224,U103612,F1242,49.52,2024-11-30
S2025225,U109193,F1139,95.76,2024-05-07
S2025226,U103789,F1265,18.34,2024-03-13
S2025227,U108850,F1117,33.75,2024-05-29
S2025228,U101951,F1126,70.24,2024-10-30
S2025229,U107028,F1164,62.81,2024-01-20
S2025230,U106270,F1249,81.36,2024-04-07
S2025231,U103203,F1021,10.82,2024-07-28
S2025232,U105876,F1020,70.84,2024-11-21
S2025233,U109402,F1175,69.99,2024-11-18
S2025234,U105888,F1061,41.06,2024-05-30
S2025235,U109935,F1139,27.89,2024-09-11
S2025236,U109559,F1204,88.08,2024-10-06
S2025237,U103416,F1130,59.79,2024-05-28
S2025238,U104844,F1014,53.66,2024-04-26
S2025239,U105845,F1290,52.03,2024-10-01
S2025240,U107765,F1153,45.63,2024-02-01
S2025241,U101848,F1208,40.99,2024-08-21
S2025242,U101300,F1233,45.36,2024-12-03
S2025243,U108550,F1002,76.54,2024-10-04
S2025244,U102784,F1177,61.9,2024-02-11
S2025245,U109579,F1180,58.82,2024-01-10
S2025246,U106022,F1066,36.02,2024-11-06
S2025247,U101053,F1228,23.37,2024-02-29
S2025248,U102814,F1173,13.88,2024-01-10
S2025249,U106380,F1002,23.18,2024-02-04
S2025250,U100791,F1045,32.02,2024-04-21
S2025251,U108203,F1119,19.1,2024-02-24
S2025252,U100332,F1084,30.26,2024-03-10
S2025253,U109373,F1074,62.53,2024-03-28
,U107612,F1030,28.46,2024-07-06
S2025255,U104413,F1120,91.51,2024-05-05
S2025256,U100590,F1052,99.02,2024-04-12
S2025257,U106287,F1013,98.26,2024-11-21
S2025258,U100881,F1005,30.84,2024-12-16
S2025259,U101811,F1079,58.24,2024-11-10
S2025260,U103540,F1108,53.67,2024-03-23
S2025261,U109810,F1226,43.48,2024-10-02
S2025262,U109456,F1217,44.66,2024-12-11
S2025263,U105434,F1171,55.75,2024-03-28
S2025264,U104632,F1137,23.6,2024-04-28
S2025265,U109032,F1171,51.58,2024-09-04
S2025266,U104494,F1052,87.19,2024-11-16
S2025267,U102608,F1120,68.93,2024-08-10
S2025268,U104297,F1217,71.86,2024-02-19
S2025269,U101823,F1024,21.6,2024-12-01
S2025270,U108198,F1188,31.18,2024-05-23
S2025271,U109532,F1170,17.2,2024-06-13
S2025272,U107881,F1091,48.52,2024-12-03
S2025273,U106436,F1060,60.33,2024-05-25
S2025274,U108014,F1249,70.61,2024-08-01
S2025275,U103344,F1096,35.28,2024-04-21
S2025276,U104807,F1189,14.1,2024-06-21
S2025277,U108229,F1166,80.97,2024-12-29
S2025278,U100410,F1009,58.16,2024-08-21
S2025279,U100899,F1122,14.9,2024-04-19
S2025280,U105114,F1106,14.24,2024-04-04
S2025281,U104445,F1205,40.43,2024-09-27
S2025282,U108866,F1000,24.87,2024-02-29
S2025283,U106934,F1185,81.63,2024-06-09
S2025284,U102822,F1203,50.02,2024-06-21
S2025285,U103556,F1079,70.38,2024-08-17
S2025286,U106539,F1230,79.04,2024-06-06
S2025287,U108444,F1223,63.02,2024-07-05
S2025288,U103861,F1045,94.7,2024-09-25
S2025289,U105234,F1244,11.37,2024-02-11
S2025290,U104290,F1106,38.27,2024-05-28
S2025291,U109613,F1017,23.73,2024-04-24
S2025292,U100940,F1060,25.65,2024-04-05
S2025293,U107431,F1267,89.09,2024-07-17
S2025294,U107348,F1050,90.36,2024-09-06
S2025295,U104428,F1110,59.44,2024-09-22
S2025296,U100568,F1089,51.52,2024-10-06
S2025297,U108266,F1273,50.81,2024-10-30
S2025298,U107529,F1131,70.19,2024-06-30
S2025299,U103775,F1151,67.9,2024-08-30
S2025300,U108466,F1106,76.1,2024-09-25
S2025301,U104617,F1190,88.24,2024-08-07
S2025302,U104919,F1127,11.46,2024-09-22
S2025303,U103910,F1299,35.72,2024-08-06
S2025304,U100586,F1197,53.08,2024-05-09
S2025305,U101248,F1045,44.51,2024-07-06
S2025306,U106724,F1202,99.19,2024-02-15
S2025307,U105221,F1114,49.29,2024-12-01
S2025308,U106368,F1186,96.32,2024-05-09
S2025309,U102484,F1071,18.18,2024-10-23
S2025310,U101969,F1014,44.3,2024-03-29
S2025311,U105842,F1081,51.34,2024-07-26
S2025312,U105556,F1145,37.35,2024-10-27
S2025313,U103315,F1152,86.32,2024-12-27
S2025314,U100669,F1267,36.07,2024-11-06
S2025315,U108184,F1042,58.33,2024-07-24
S2025316,U101942,F1180,57.14,2024-10-17
S2025317,U109900,F1283,23.12,2024-10-07
S2025318,U105017,F1035,35.89,2024-01-03
S2025319,U102831,F1218,62.47,2024-05-10
S2025320,U104076,F1168,61.42,2024-04-06
S2025321,U102412,F1166,12.66,2024-12-12
S2025322,U104948,F1122,45.3,2024-12-07
S2025323,U104232,F1125,92.76,2024-10-07
S2025324,U100447,F1150,80.44,2024-10-31
S2025325,U102988,F1290,63.58,2024-02-12
S2025326,U100420,F1106,93.99,2024-09-09
S2025327,U100638,F1290,13.12,2024-09-09
S2025328,U100632,F1281,44.87,2024-12-16
S2025329,U106512,F1003,42.79,2024-02-01
S2025330,U106887,F1166,20.25,2024-05-19
S2025331,U109379,F1196,35.63,2024-12-06
S2025332,U108517,F1174,10.28,2024-02-25
S2025333,U107490,F1112,83.99,2024-09-15
S2025334,U103474,F1090,27.4,2024-06-06
S2025335,U103119,F1110,90.26,2024-11-25
S2025336,U104920,F1086,59.18,2024-08-07
S2025337,U109916,F1261,56.66,2024-09-01
S2025338,U101390,F1166,12.07,2024-05-22
S2025339,U100457,F1087,70.22,2024-12-22
S2025340,U107014,F1247,87.62,2024-01-12
S2025341,U108255,F1041,74.62,2024-05-23
S2025342,U104063,F1006,77.28,2024-04-17
S2025343,U100272,F1153,99.52,2024-05-17
S2025344,U108427,F1257,92.55,2024-06-27
S2025345,U100221,F1179,51.82,2024-04-12
S2025346,U109871,F1256,39.57,2024-06-08
S2025347,U100361,F1201,84.68,2024-06-20
S2025348,U108226,F1157,98.15,2024-07-15
S2025349,U108143,F1189,70.37,2024-03-16
S2025350,U103237,F1202,35.64,2024-01-09
S2025351,U100212,F1145,66.49,2024-06-28
S2025352,U108368,F1265,16.24,2024-02-13
S2025353,U102924,F1132,59.92,2024-01-04
S2025354,U109338,F1230,50.81,2024-02-01
S2025355,U104165,F1247,79.24,2024-03-02
S2025356,U104563,F1199,53.82,2024-03-08
S2025357,U109385,F1102,58.3,2024-10-15
S2025358,U105870,F1129,98.38,2024-12-26
S2025359,U108979,F1257,39.48,2024-10-22
S2025360,U106642,F1087,50.29,2024-09-25
S2025361,U107295,F1289,85.86,2024-02-25
S2025362,U104172,F1187,76.68,2024-02-25
S2025363,U104394,F1061,52.51,2024-11-24
S2025364,U100416,F1067,11.85,2024-01-30
S2025365,U102298,F1283,79.25,2024-07-17
S2025366,U100983,F1095,15.76,2024-10-23
S2025367,U107397,F1037,92.09,2024-06-17
S2025368,U102799,F1209,34.21,2024-04-18
S2025369,U104450,F1141,22.34,2024-10-24
S2025370,U104521,F1060,15.51,2024-10-01
S2025371,U108543,F1113,94.5,2024-10-09
S2025372,U104383,F1159,14.92,2024-01-06
S2025373,U103446,F1090,59.88,2024-06-24
S2025374,U103037,F1255,27.79,2024-09-11
S2025375,U109668,F1216,83.42,2024-10-16
S2025376,U105807,F1141,23.93,2024-01-09
S2025377,U103248,F1095,46.75,2024-12-28
S2025378,U108870,F1169,34.94,2024-06-14
S2025379,U101147,F1264,69.3,2024-04-05
S2025380,U103685,F1029,50.45,2024-11-07
S2025381,U108301,F1173,43.41,2024-09-22
S2025382,U108254,F1131,15.37,2024-08-16
S2025383,U103292,F1233,12.09,2024-10-10
S2025384,U102493,F1156,85.65,2024-07-02
S2025385,U103435,F1151,37.91,2024-08-18
S2025386,U101061,F1209,94.19,2024-01-03
S2025387,U107404,F1058,86.99,2024-12-08
S2025388,U107134,F1079,35.52,2024-04-04
S2025389,U101150,F1166,55.12,2024-11-21
S2025390,U108064,F1015,71.68,2024-01-09
S2025391,U109715,F1040,16.14,2024-10-13
S2025392,U101141,F1114,52.98,2024-09-30
S2025393,U108472,F1141,69.4,2024-04-26
S2025394,U105957,F1201,30.95,2024-10-06
S2025395,U105204,F1154,31.95,2024-06-02
S2025396,U105779,F1247,13.0,2024-07-06
S2025397,U104479,F1152,10.62,2024-03-16
S2025398,U100652,F1139,17.92,2024-06-15
S2025399,U101622,F1121,61.36,2024-02-27
S2025400,U107565,F1282,16.12,2024-11-20
S2025401,U102179,F1283,90.71,2024-10-09
S2025402,U106206,F1107,42.77,2024-05-26
S2025403,U108565,F1050,32.79,2024-12-08
S2025404,U100684,F1133,62.87,2024-04-14
S2025405,U103205,F1292,10.88,2024-10-02
S2025406,U103031,F1132,66.8,2024-03-29
S2025407,U104155,F1228,84.88,2024-09-05
S2025408,U103356,F1244,93.63,2024-08-07
S2025409,U106604,F1278,98.57,2024-02-15
S2025410,U100752,F1043,11.53,2024-07-14
S2025411,U101215,F1093,72.28,2024-08-25
S2025412,U107134,F1129,62.92,2024-04-09
S2025413,U106866,F1286,41.87,2024-06-21
S2025414,U104281,F1010,15.02,2024-07-13
S2025415,U102854,F1141,95.9,2024-07-22
S2025416,U104307,F1180,24.89,2024-02-02
S2025417,U109367,F1024,58.46,2024-06-28
S2025418,U107484,F1275,36.58,2024-11-12
S2025419,U106726,F1176,41.54,2024-12-25
S2025420,U103979,F1213,11.39,2024-04-05
S2025421,U108587,F1250,44.42,2024-05-14
S2025422,U109791,F1009,20.44,2024-04-29
S2025423,U102329,F1004,31.78,2024-11-01
S2025424,U109587,F1217,13.99,2024-10-01
S2025425,U100375,F1181,34.44,2024-09-08
S2025426,U100406,F1292,17.82,2024-11-19
S2025427,U108508,F1194,48.9,2024-11-22
S2025428,U107847,F1180,18.98,2024-09-25
S2025429,U104851,F1055,96.24,2024-11-04
